Yapılacak şey;Şehir;Yer Adı;Açıklama (TR);Description (EN);
;Viyana;Vienna State Opera;Dünyanın en prestijli opera binalarından biri. Sıradan bir gezinin ötesine geçip unutulmaz anılar biriktirmek isteyenler için benzersiz bir fırsat. Bu aktivite, seyahatinize heyecan ve renk katarak size farklı bir perspektif kazandıracak.;Dünyanın en prestijli opera binalarından biri. A unique opportunity for those who want to go beyond an ordinary trip and collect unforgettable memories. This activity will add excitement and color to your travel, giving you a different perspective.;
;Milano;Bosco Verticale;Dünyanın en ünlü 'Dikey Ormanı'. Gökdelenlerde 900 ağaç! Modern Milano'nun simgesi. Parktan izleyin.;World's most famous 'Vertical Forest'. 900 trees on skyscrapers! Symbol of modern Milan. Watch from park.;
;Barcelona;La Boqueria;Dünyanın en ünlü kapalı pazarlarından biri. Taze deniz ürünleri, meyveler, İspanyol jambonları ve yerel tapas duraklarıyla bir lezzet festivali.;One of the world's most famous covered markets. A feast of fresh seafood, fruit, Spanish hams, and local tapas stalls.;
;New York;Grand Central Terminal;Dünyanın en ünlü tren istasyonu, gökyüzü tavan freskleri ve Beaux-Arts mimarisi. Alışveriş, yeme-içme ve mimari harikası.;World's most famous train station with sky ceiling frescoes and Beaux-Arts architecture. Shopping, dining, and architectural marvel.;
;Hong Kong;SoHo Escalatros;Dünyanın en uzun açık hava yürüyen merdivenleri, 800 metre. Central-Mid Levels bağlantısı, kafeler ve barlar.;World's longest outdoor escalator system, 800 meters. Central-Mid Levels connection, cafes, and bars.;
;Dubai;Real Madrid World;Dünyanın ilk futbol temalı parkı, Real Madrid deneyimi. Simülasyonlar, tarih müzesi ve interaktif oyunlar.;World's first football themed park, Real Madrid experience. Simulations, history museum, and interactive games.;
;New York;Times Square;Dünyanın kavşağı! Dev LED ekranlar, neon ışıkları, Broadway tiyatroları. Gece görülmeye değer ama çok kalabalık.;Crossroads of the world! Giant LED screens, neon lights, Broadway theaters. Worth seeing at night but very crowded.;
;Cenevre;Bain des Dames;Eaux-Vives parkının altında yer alan, sadece kadınlara özel tarihi bir yüzme ve güneşlenme alanı.;A historic, ladies-only swimming and sunbathing area located on the lakefront below the Parc des Eaux-Vives.;
;Edinburgh;Royal Mile;Edinburgh Kalesi ile Holyrood Sarayı'nı birbirine bağlayan, sıra dışı restoranlar ve mağazalarla bezeli, hareketli cadde.;Royal Mile is a highlight of Edinburgh in the Old Town area.;
;Paris;Shakespeare and Company;"Efsanevi kitapçının hemen yanındaki bu kafe, Notre Dame manzarası eşliğinde kahve ve ""Bob's Bake Shop"" ürünleri sunuyor.";World's most famous independent bookshop. Hemingway, Fitzgerald came here. Opposite Notre-Dame.;
;Midilli;Lesvos Scuba Oceanic Centre;Ege'nin zengin su altı dünyasını keşfetmek isteyenler için profesyonel dalış merkezi.;Professional diving center for those who want to explore rich underwater world of Aegean.;
;Budapeşte;Eger (Günübirlik);Eger (Günübirlik), Budapeşte'nin Günübirlik bölgesinde bulunan dikkat çekici bir nokta. Eşsiz özellikleri ve sunduğu deneyimle ziyaretçilerine unutulmaz anlar yaşatıyor. Bölgenin en çok ziyaret edilen yerlerinden biri olarak her gezginin listesinde yer almalı.;Baroque architecture and wine city. 'Bull's Blood' wine and Valley of Beautiful Women.;
;Lizbon;Santa Justa Lift;Eiffel'in öğrencisi tarafından yapılan neogotik demir asansör. Baixa ile Bairro Alto'yu bağlar, çatı terası manzarası.;Neo-Gothic iron lift built by Eiffel's student. Connects Baixa and Bairro Alto, rooftop terrace view.;
;Barcelona;El Jardí;El Jardí, El Raval gece hayatının nabzını tutan, enerjisi yüksek bir mekan. Özel kokteylleri, müziği ve canlı atmosferiyle arkadaşlarınızla keyifli vakit geçirebileceğiniz popüler bir adres.;A charming outdoor café bar in the courtyard of the Gothic Hospital, a peaceful hidden oasis.;
;Madrid;El Rastro;El Rastro, Madrid'nin La Latina bölgesinde bulunan dikkat çekici bir nokta. Eşsiz özellikleri ve sunduğu deneyimle ziyaretçilerine unutulmaz anlar yaşatıyor. Bölgenin en çok ziyaret edilen yerlerinden biri olarak her gezginin listesinde yer almalı.;One of Europe's largest outdoor flea markets. Every Sunday 9am-3pm. Antiques, vintage, everything!;
;Cenevre;Du Rhône Chocolatier SA;El yapımı çikolatalar, tatlı/tuzlu hamur işleri ve diğer ürünlerin satıldığı şehirdeki lüks dükkan ve çay evi.;El yapımı çikolatalar, tatlı/tuzlu hamur işleri ve diğer ürünlerin satıldığı şehirdeki lüks dükkan ve çay evi.;
;Marakeş;Leather Souk;El yapımı deri ürünlerinin satıldığı çarşı. Çantalar, ayakkabılar ve geleneksel Fas derisi.;Bazaar selling handmade leather products. Bags, shoes, and traditional Moroccan leather.;
;Lucerne;Max Chocolatier;El yapımı İsviçre çikolatası ustası, truffle ve pralin. Tadım oturumları, hediye kutuları ve gurme lezzet.;Handmade Swiss chocolate master with truffles and pralines. Tasting sessions, gift boxes, and gourmet flavor.;
;Giethoorn;E-Chopper Rental;Elektrikli scooter kiralama noktası, çevreyi sessiz ve çevre dostu şekilde keşfetmek için. Kalenberg, Belt-Schutsloot ve çevre köylere eğlenceli ulaşım.;Electric scooter rental point for exploring the area quietly and eco-friendly. Fun transportation to Kalenberg, Belt-Schutsloot, and surrounding villages.;
;Bangkok;Jodd Fairs;En popüler yeni gece pazarı! Eski Train Market ruhu. Leng Zabb (Dağ gibi acılı omurga) yemeği meşhur.;Most popular new night market! Spirit of old Train Market. Leng Zabb (Mountain spicy pork spine) famous.;
;Sevilla;Flamenko Gösterisi;Endülüs'ün ruhu olan flamenko dansını canlı izleyebileceğiniz tablaolar. Tutku, ritim ve duygunun harmanı.;Tablaos where you can witness the soul of Andalusia: live flamenco dancing. A blend of passion, rhythm, and emotion.;
;Lucerne;Werkstatt;Endüstriyel tasarımlı bar ve kafe, craft kokteyller. Gece hayatı, sosyal atmosfer ve modern mekan.;Industrial-design bar and cafe with craft cocktails. Nightlife, social atmosphere, and modern venue.;
;Marakeş;Ensemble Artisanal Marrakech;Ensemble Artisanal Marrakech, Marakeş'nin Medina bölgesinde bulunan dikkat çekici bir nokta. Eşsiz özellikleri ve sunduğu deneyimle ziyaretçilerine unutulmaz anlar yaşatıyor. Bölgenin en çok ziyaret edilen yerlerinden biri olarak her gezginin listesinde yer almalı.;Government-supported handicraft center. Quality products with fixed prices, no bargaining hassle.;
;Budapeşte;Budapest Eye;Erzsébet Meydanı'nda bulunan dev dönme dolap. Şehri Pest yakasının kalbinden yukarıdan izlemek için harika bir nokta.;The giant Ferris wheel in Erzsébet Square. A great spot to view the city from above in the heart of the Pest side.;
;Santorini;Santorini Brewing Company;Eşekli bira. Adanın ikonik 'Donkey' biralarının doğduğu yer. Sarı, Kırmızı ve Çılgın Eşek (Crazy Donkey) gibi eğlenceli isimlere sahip yerel biraların tadımını yapabilir ve üretim sürecini izleyebilirsiniz.;Donkey beer. The birthplace of the island's iconic 'Donkey' beers. You can taste local beers with fun names like Yellow, Red and Crazy Donkey and watch the production process.;
;Berlin;Checkpoint Charlie;Eski ABD-Sovyet sınır noktası. Şimdi çok turistik ama tarih için önemli. Müze ücretli, dışarısı ücretsiz.;Former US-Soviet border crossing. Very touristy now but historically important. Museum paid, outside free.;
;Tokyo;Tsukiji Outer Market;Eski balık pazarının dış kısmı, sokak lezzetleri cenneti. Taze suşi, tamagoyaki (Japon omleti) ve deniz ürünleri tadımı.;Outer part of old fish market, street food paradise. Fresh sushi, tamagoyaki (Japanese omelet), and seafood tasting.;
;Barcelona;Barceloneta Mahallesi;Eski balıkçı mahallesi. İnce dar sokakları, balkonlardan sarkan çamaşırları ve şehrin en iyi deniz ürünleri restoranlarıyla çok karakteristiktir.;The old fisherman's quarter. Extremely characteristic with its narrow streets, laundry hanging from balconies, and the city's best seafood.;
;Seul;Blue House (Cheong Wa Dae);Eski başkanlık sarayı, mavi kiremitli çatı. Artık halka açık müze, bahçeler ve siyasi tarih.;Former presidential palace, blue tiled roof. Now public museum, gardens, and political history.;
;Marsilya;Théâtre de la Criée;Eski bir balık hali binasının içine kurulmuş, Marseille'in en önemli ulusal tiyatro sahnelerinden biri.;Housed in the former fish auction house on the quays, this is Marseille's premier national theater and a hub for performing arts.;
;Berlin;Kulturbrauerei;Eski bir bira fabrikasından dönüştürülmüş devasa kültür kompleksi. İçinde sinemalar, tiyatrolar, barlar ve DDR Müzesi'nin bir şubesi bulunur.;A massive cultural complex converted from an old brewery, housing cinemas, theaters, bars, and a branch of the DDR Museum.;
;Zürih;Hürlimann Bath (Rooftop Pool);Eski bir bira fabrikasının çatısında yer alan, kışın bile sıcak olan ve tüm Zürih silüetini görebileceğiniz muazzam sonsuzluk havuzu.;A world-class thermal pool experience on the roof of a former brewery, providing a warm soak with a perfect 360-degree view of Zurich.;
;Zürih;Viadukt (Markthalle);Eski bir demiryolu viyadüğünün kemerleri altına kurulmuş şık mağazalar ve büyük bir yemek pazarı.;A unique shopping street integrated into the arches of a functional railway viaduct, featuring boutiques and a gourmet market hall.;
;Zürih;Giessereihalle;Eski bir dökümhane hangarının içine yerleşmiş, yüksek tavanlı, endüstriyel tasarımlı mağazalar ve ofisler kompleksi.;A vast, former iron foundry hall in Zurich West, now housing a mix of high-end design offices, showrooms, and artistic spaces.;
;Amsterdam;Westergas;Eski bir havagazı fabrikasının dönüştürülmesiyle oluşan devasa kültür ve eğlence kompleksi. Sinema, galeriler ve şık restoranlar barındırır.;A massive cultural and entertainment complex created from a repurposed gasworks factory. Houses a cinema, galleries, and chic restaurants.;
;Kopenhag;Absalon;Eski bir kilisenin mahalleye açık bir halk evine dönüştürülmesiyle oluşan harika konsept. Her akşam 5 Euro'ya ortak akşam yemeği (fællesspisning) düzenlenir.;Great concept formed by converting an old church into a community house open to neighborhood. Communal dinner (fællesspisning) is organized every evening for 5 Euros.;
;Sevilla;Torre de los Perdigones;Eski bir kurşun fabrikası kulesi. En tepesinde bulunan Camera Obscura ile şehri canlı ve gerçek zamanlı olarak kuş bakışı izleyebilirsiniz.;An old lead factory tower. At the top, a Camera Obscura lets you view a live, real-time bird's-eye perspective of the city.;
;Kapadokya;Argos in Cappadocia;Eski bir manastır yerleşkesinin titizlikle restore edilmesiyle ortaya çıkan Argos, lüks ve tarihi harmanlayan ödüllü bir oteldir. Yeraltı tünelleri, mahzenleri ve kendi bağlarından üretilen şaraplarıyla konaklamadan öte bir deneyim sunar.;Emerging from the meticulous restoration of an old monastery complex, Argos is an award-winning hotel blending luxury and history. It offers an experience beyond accommodation with its underground tunnels, cellars, and wines produced from its own vineyards.;
;Colmar;Domaine Weinbach;Eski bir manastırın arazisinde, dünyanın en iyi Alsace şaraplarını üreten aile işletmesi.;Family business producing the world's best Alsatian wines on the grounds of an old monastery.;
;Milano;Rotonda della Besana;Eski bir mezarlık kompleksi şimdi halka açık park ve çocuk müzesi (MUBA). Şehir içinde huzur çemberi.;Former cemetery complex now public park and children's museum (MUBA). Circle of peace in city.;
;Lyon;Quartier Confluence (Mimari Keşif);Eski bir sanayi bölgesinin, cesur tasarımlar ve 'Le Cube Orange' gibi ikonik renkli binalarla bir açık hava mimari müzesine dönüştüğü mahalle.;A leading-edge sustainable neighborhood where innovative architects have created a vibrant, colorful landscape of contemporary design.;
;Zürih;Toni-Areal;Eski bir süt fabrikasının devasa bir sanat üniversitesine ve sergi alanına dönüştürülmüş hali. Modern Zürih'in zirvesi.;A former dairy factory turned into a massive multi-cultural campus for arts and design, featuring spectacular industrial architecture.;
;Madrid;Cuartel del Conde Duque;Eski bir süvari kışlasının büyüleyici bir sanat ve kültür merkezine dönüştürüldüğü, kütüphane ve konser alanlarını barındıran yapı.;A vast 18th-century former barracks now serving as a major municipal cultural center hosting festivals, art exhibitions, and open-air concerts.;
;Amsterdam;NDSM Wharf;Eski bir tersanenin sanatsal bir vahaya dönüştüğü yer. Devasa grafitileri, alternatif barları ve endüstriyel atmosferiyle şehrin en 'cool' ve yaratıcı bölgesi.;A former shipyard turned into a vibrant creative hub. Home to street art, industrial-style bars, and artists' studios, it's the alternative and edgy heart of Amsterdam-Noord.;
;Amsterdam;Foodhallen;Eski bir tramvay deposunun (De Hallen) içine kurulmuş devasa yemek holü. Dünyanın dört bir yanından yerel lezzetlerin ve şık barların buluştuğu sosyal bir merkez.;Set in a renovated former tram depot, this vibrant indoor market features a huge variety of international street food stalls and bars under one industrial-chic roof.;
;Lyon;Passerelle des Quatre Vents;Eski bir tramvay viyadüğü olan bu yaya köprüsü, Jardin des Hauteurs içinde yer alır ve kentin kuzeyine doğru muazzam bir perspektif sunar.;A former tram viaduct turned into a high-level pedestrian walkway, offering dizzying and spectacular views of the Saône valley.;
;Floransa;Manifattura Tabacchi;Eski bir tütün fabrikasının kültür ve sanat merkezine dönüştürülmesiyle oluşan, Floransa'nın 'cool' yüzünü temsil eden devasa kompleks.;A former tobacco factory transformed into a vibrant cultural hub, representing the contemporary and alternative side of Florence.;
;New York;Chelsea Market;Eski bisküvi fabrikasında gurme gıda hali, dünyadan lezzetler ve alışveriş. Sokak yemekleri, artisan butikler ve foodie cenneti.;Gourmet food hall in old biscuit factory with flavors from around the world. Street food, artisan boutiques, and foodie paradise.;
;Milano;Via Savona (Tasarım Sokağı);Eski endüstriyel binaların tasarım stüdyolarına ve moda showroomlarına dönüştüğü, kentin en yaratıcı sokaklarından biri.;A legendary street in the Tortona district, where old factories have been reinvented as trendy design lofts, showrooms, and artistic event spaces.;
;Kopenhag;Kødbyen;Eski et entegre tesisleri, şimdi şehrin en havalı restoranlarına, barlarına ve galerilerine ev sahipliği yapıyor. Gündüz sanat, gece parti.;Old meat processing facilities now host city's coolest restaurants, bars and galleries. Art by day, party by night.;
;Lizbon;LX Factory;Eski fabrika kompleksi şimdi yaratıcı merkez. Vintage dükkanları, restoranlar, roof bar. Pazar günleri pazar var.;Old factory complex now creative hub. Vintage shops, restaurants, roof bar. Sunday has market.;
;Nice;Rue de l'Abbaye;Eski Nice'in kuytularında, el yapımı sabunlardan sanatsal ürünlere kadar pek çok butiğe ev sahipliği yapan sessiz ve dar bir sokak.;A quiet, atmospheric alley in the Old Town near the Opera house, perfect for discovering local artisans and boutique soaps.;
;Sevilla;Callejón del Agua;Eski şehir duvarlarının hemen yanında uzanan, sarmaşıklar ve çiçeklerle süslü çok romantik bir dar sokak.;A very romantic narrow street decorated with vines and flowers, running right alongside the ancient city walls.;
;Floransa;Torre San Niccolò;Eski şehir surlarının kulesi. Piazzale Michelangelo'nun aşağısında. Yazın açık, tepesinden 360 manzara.;Tower of old city walls. Below Piazzale Michelangelo. Open in summer, 360 view from top.;
;Cenevre;Bordier-Brunnen;Eski şehrin dar sokaklarında gizlenmiş, 18. yüzyıldan kalma çok şık ve detaylı bir tarihi çeşme.;A beautifully detailed 18th-century fountain tucked away in the narrow alleys of Geneva's Old Town, representing the city's rich history.;
;Tokyo;Yanaka Ginza;Eski Tokyo (Shitamachi) atmosferini koruyan alışveriş sokağı. Sokak kedileri, geleneksel atıştırmalıklar ve nostalji.;Shopping street preserving Old Tokyo (Shitamachi) atmosphere. Street cats, traditional snacks, and nostalgia.;
;Kopenhag;Nørrebrohallen;Eski tramvay deposu, şimdi dev bir spor ve kültür kompleksi. İçinde kütüphane, kafe ve etkinlik alanları bulunur.;Old tram depot, now a giant sports and culture complex. Contains library, cafe and event spaces.;
;Napoli;Cimitero delle Fontanelle;Eski tüf ocağında binlerce isimsiz kafatası barındıran kemiklik. 'Pezzentelle' ruhları kültü ve mistik atmosfer.;Ossuary housing thousands of anonymous skulls in old tuff quarry. Cult of 'pezzentelle' souls and mystic atmosphere.;
;Madrid;Estación de Atocha;Estación de Atocha, Madrid'nin nefes kesen panoramasını sunan en iyi bakış noktalarından biri. Atocha bölgesindeki bu nokta, özellikle gün batımında altın ve mor tonlarının gökyüzünü kapladığı anlarda fotoğrafçılar için cennet.;For those wanting a bird's eye view of the city, Estación de Atocha is unmissable. This viewpoint in Atocha offers the chance to watch the city's silhouette by day and the sparkling city lights spreading like a carpet by night.;
;Sevilla;Estadio Ramón Sánchez-Pizjuán;Estadio Ramón Sánchez-Pizjuán, Sevilla'nin spor tarihinin en önemli sahnelerinden biri. Nervión'daki bu tesiste unutulmaz maçlar izleyebilir, stadyum turuna katılabilir veya müzesinde efsanevi anları yeniden yaşayabilirsiniz.;Estadio Ramón Sánchez-Pizjuán is one of the most important stages in Sevilla's sports history. At this facility in Nervión, you can watch unforgettable matches, join stadium tours or relive legendary moments in its museum.;
;Madrid;Estadio Santiago Bernabéu;Estadio Santiago Bernabéu, Madrid'nin spor tarihinin en önemli sahnelerinden biri. Chamartín'daki bu tesiste unutulmaz maçlar izleyebilir, stadyum turuna katılabilir veya müzesinde efsanevi anları yeniden yaşayabilirsiniz.;Legendary stadium of Real Madrid. Museum and pitch tour is a shrine for football fans.;
;Zürih;ETH Polybahn;ETH Polybahn, Zürih'nin Central bölgesinde bulunan dikkat çekici bir nokta. Eşsiz özellikleri ve sunduğu deneyimle ziyaretçilerine unutulmaz anlar yaşatıyor. Bölgenin en çok ziyaret edilen yerlerinden biri olarak her gezginin listesinde yer almalı.;Nostalgic funicular going from Central square to ETH university. Takes only 2 minutes.;
;Nice;Èze Village (Günübirlik);Èze Village (Günübirlik), Nice'nin Günübirlik bölgesinde bulunan dikkat çekici bir nokta. Eşsiz özellikleri ve sunduğu deneyimle ziyaretçilerine unutulmaz anlar yaşatıyor. Bölgenin en çok ziyaret edilen yerlerinden biri olarak her gezginin listesinde yer almalı.;Èze Village (Günübirlik) is a noteworthy destination in Nice's Günübirlik district. With its unique features and experiences, it offers unforgettable moments to visitors. As one of the most visited places in the area, it deserves a spot on every traveler's list.;
;Lizbon;Fábrica de Sant'Anna;Fábrica de Sant'Anna, Lizbon'nin Ajuda bölgesinde bulunan dikkat çekici bir nokta. Eşsiz özellikleri ve sunduğu deneyimle ziyaretçilerine unutulmaz anlar yaşatıyor. Bölgenin en çok ziyaret edilen yerlerinden biri olarak her gezginin listesinde yer almalı.;Oldest tile factory active since 1741. Handmade azulejo production continues. Tours and sales.;
;Madrid;Faro de Moncloa;Faro de Moncloa, Madrid'nin nefes kesen panoramasını sunan en iyi bakış noktalarından biri. Moncloa bölgesindeki bu nokta, özellikle gün batımında altın ve mor tonlarının gökyüzünü kapladığı anlarda fotoğrafçılar için cennet.;For those wanting a bird's eye view of the city, Faro de Moncloa is unmissable. This viewpoint in Moncloa offers the chance to watch the city's silhouette by day and the sparkling city lights spreading like a carpet by night.;
;Lizbon;Feira da Ladra;Feira da Ladra, Lizbon'nin Alfama bölgesinde bulunan dikkat çekici bir nokta. Eşsiz özellikleri ve sunduğu deneyimle ziyaretçilerine unutulmaz anlar yaşatıyor. Bölgenin en çok ziyaret edilen yerlerinden biri olarak her gezginin listesinde yer almalı.;Thieves' Market - centuries-old flea market. Tuesday and Saturday. Antiques, vintage, everything!;
;Nice;Fenocchio Glacier;Fenocchio Glacier, Nice'nin gastronomi sahnesinde önemli bir yere sahip. Vieux Nice'daki bu mekan, geleneksel tariflere modern dokunuşlar ekleyen yaratıcı mutfağı ve seçkin içecek menüsüyle özel bir deneyim vaat ediyor.;Nice's most famous ice cream shop. Near 100 flavors like olive, tomato, lavender.;
;Fes;Hammam Moulay Yacoub;Fes yakınındaki termal kaplıca kasabası, şifalı sular ve hammam deneyimi. Cilt hastalıkları, wellness ve rahatlatıcı tatil.;Thermal spa town near Fes with healing waters and hammam experience. Skin conditions, wellness, and relaxing vacation.;
;Fes;Sahara Tours from Fes;Fes'ten Sahra Çölü'ne çok günlük turlar, Merzouga kum tepeleri ve çöl kampı. Deve safarisi, yıldızlar ve macera.;Multi-day tours from Fes to Sahara Desert, Merzouga sand dunes, and desert camp. Camel safari, stars, and adventure.;
;Heidelberg;Segway Turu Heidelberg;Filozoflar Yolu ve nehir kıyısında rehberli Segway gezisi. Eğlenceli, hızlı ve yorulmadan şehri gezme yolu.;Guided Segway tour on Philosophers' Way and river bank. Fun, fast way to tour city without getting tired.;
;Rovaniemi;Levi Ski Resort;Finlandiya'nın en büyük ve popüler kayak merkezi, Rovaniemi'den günübirlik veya konaklamalı gidilebilir.;Finland's largest and most popular ski resort, can be visited from Rovaniemi for a day or overnight.;
;Gaziantep;Antep Fıstığı Fabrika Turu;Fıstık işleme fabrikasını gezerek, hasattan kavurmaya tüm süreci öğrenebileceğiniz endüstriyel tur. Taze kavrulmuş sıcak fıstık tadımı ve şehrin ekonomik kalbine yakından bakış.;An industrial tour where you can learn the entire process from harvest to roasting by touring a pistachio processing factory. A close look at the city's economic heart with fresh roasted warm pistachio tasting.;
;Atina;Flisvos Marina;Flisvos Marina, Atina'de eğlence ve macera arayanlar için harika bir seçenek. Palaio Faliro bölgesindeki bu mekan, adrenalin dolu aktiviteleri, eğitici deneyimleri ve aile dostu etkinlikleriyle keyifli saatler vaat ediyor.;Flisvos Marina is a great choice for those seeking fun and adventure in Atina. This venue in Palaio Faliro promises enjoyable hours with its adrenaline-filled activities, educational experiences and family-friendly events.;
;Floransa;Sant'Ambrogio Market;Floransa yerlilerinin gerçek alışverişini yaptığı, Mercato Centrale'ye göre daha az turistik ve daha samimi bir yerel pazar.;The authentic local market where Florentines do their shopping. Less touristy and more down-to-earth than Mercato Centrale.;
;Floransa;San Lorenzo Pazarı;Floransa'nın kalbinde deri ürünleri, çantalar ve yerel zanaat eserlerinin satıldığı hareketli açık pazar. Kenti turlarken gerçek bir Toskana pazar atmosferi yaşatır.;A bustling outdoor market in the historic center, famous for high-quality leather goods, souvenirs, and a vibrant street life atmosphere.;
;Floransa;Fiesole;Floransa'nın kuzey tepelerinde kurulu antik bir Etrüsk ve Roma kenti. Roma tiyatrosu, arkeoloji müzesi ve Floransa’yı tepeden gören masalsı manzarasıyla günübirlik kaçış noktası.;An ancient hilltop town overlooking Florence. Features a well-preserved Roman theater, Etruscan walls, and a spectacular bird’s-eye view of the city below.;
;Floransa;Piazza della Repubblica (Tarihi Meydan);Floransa'nın Roma dönemi forumu üzerine kurulu büyük meydanı. Tarihi atlı karınca (Giostra) ve şık kafeler.;Florence's large square built over Roman forum. Historic carousel (Giostra) and chic cafes.;
;Edinburgh;Maid of the Forth;Forth Köprüleri'nin altından geçen ve Inchcolm Adası'na giden keyifli tekne turları.;Pleasant boat tours passing under the Forth Bridges and going to Inchcolm Island.;
;Paris;Panthéon;Fransa'nın ulusal mezarlığı. Voltaire, Rousseau, Victor Hugo, Marie Curie burada yatıyor. Kubbe manzarası harika.;France's national mausoleum. Voltaire, Rousseau, Victor Hugo, Marie Curie rest here. Great dome view.;
;Paris;Wine Tasting In Paris;Fransız şaraplarını keşfetmek isteyenler için eğitici tadım atölyeleri. Uzmanlar eşliğinde şarap ve peynir eşleşmelerini öğrenin.;Tasting room featuring wine experts who educate visitors on the basics of French wine.;
;Zürih;Freitag Flagship Store;Freitag Flagship Store, Zürih'nin Zürich West bölgesinde bulunan dikkat çekici bir nokta. Eşsiz özellikleri ve sunduğu deneyimle ziyaretçilerine unutulmaz anlar yaşatıyor. Bölgenin en çok ziyaret edilen yerlerinden biri olarak her gezginin listesinde yer almalı.;Freitag Flagship Store is a noteworthy destination in Zürih's Zürich West district. With its unique features and experiences, it offers unforgettable moments to visitors. As one of the most visited places in the area, it deserves a spot on every traveler's list.;
;Marsilya;Frioul (Fort de Ratonneau);Frioul adalarından biri olan Ratonneau üzerindeki tarihi kalıntılar. Adanın en yüksek noktasında, Marseille kıyılarının en geniş açılı manzarasını sunar.;A historic fortress perched on the cliffs of Frioul Island, accessible by ferry and offering 360-degree maritime views.;
;Barcelona;Camp Nou;Futbol tutkunlarının mabedi ve FC Barcelona'nın evi. Avrupa'nın en büyük stadyumu olmasının yanı sıra, kulübün tarihini anlatan müzesiyle sporseverler için unutulmaz bir deneyim sunuyor.;The temple for football enthusiasts and home of FC Barcelona. Besides being Europe's largest stadium, its museum tells the club's history, offering an unforgettable experience for sports fans.;
;Milano;San Siro Stadyumu;Futbolun tapınağı. Hem AC Milan hem de Inter Milan'a ev sahipliği yapan bu dev arena, maç günlerinde unutulmaz bir atmosfere bürünür.;The Temple of Football. Home to both AC Milan and Inter Milan, it's one of Europe's most legendary cathedrals of sport with a museum attached.;
;Dublin;Croke Park Stadium Tour;GAA'nın efsanevi stadı, Gaelic futbolu ve hurling tarihi. Skyline turu, müze ve İrlanda spor kültürü.;GAA's legendary stadium, Gaelic football and hurling history. Skyline tour, museum, and Irish sports culture.;
;Nice;Sentier de la Cascade (Gairaut);Gairaut şelalesine çıkan sessiz yeşil yol. Hem spor yapan yerlileri görebileceğiniz hem de Nice'in tepeden tadını çıkarabileceğiniz bir rota.;A verdant and peaceful path leading to the Gairaut waterfall, popular with local joggers and hikers.;
;Kahire;Garbage City (Manastır);Garbage City (Manastır), Kahire'nin kaosunu ve enerjisini hissetmek için mutlaka yaşanması gereken bir yer. Mokattam'da bulunan bu nokta, unutulmaz anılar vaat ediyor.;Garbage City (Manastır) is a highlight of Cairo in the Mokattam area.;
;Gaziantep;Film Platosu;Gaziantep'in geleneksel yaşamını yansıtan, tarihi film setleri ve kostüm koleksiyonuyla ilginç açık hava müzesi. Nostaljik fotoğraflar çektirmek ve Antep tarihini canlandırılmış olarak görmek için ideal.;An interesting open-air museum with historic film sets and costume collection reflecting Gaziantep's traditional life. Ideal for taking nostalgic photos and seeing Antep history brought to life.;
;Gaziantep;Bakır Atölyesi Workshop;Gaziantep'in ünlü bakır işçiliğini ustalardan öğrenip kendi bakır eserinizi yapabileceğiniz interaktif atölye. Zanaatın inceliklerini keşfedin ve benzersiz bir hatıra götürün.;An interactive workshop where you can learn Gaziantep's famous copperwork from masters and make your own copper piece. Discover the subtleties of craftsmanship and take a unique souvenir.;
;Bangkok;The Giant Swing (Sao Ching Cha);Geçmişte dini törenler için kullanılan, 21 metre yüksekliğindeki devasa kırmızı tik ağacı yapı. Bangkok'un en ikonik sembollerinden biridir.;A 21-meter tall teak structure that was once used in religious ceremonies. It remains one of the most recognizable landmarks of the city.;
;San Sebastian;Cider House Experience;Geleneksel 'sidreria' deneyimi: dev fıçılardan akan elmeli sirkeyi (cider) yakalarken doğrudan fıçıdan içme ritüeli. Geleneksel menü, sınırsız cider ve Bask kültürüne dalış.;Traditional 'sidrería' experience: the ritual of catching apple cider flowing from giant barrels and drinking directly from the barrel. Traditional menu, unlimited cider, and dive into Basque culture.;
;Gaziantep;Seramik Atölyesi;Geleneksel Antep motiflerini kullanarak seramik yapımı öğrenebileceğiniz yaratıcı atölye. Kendi tabak veya vazınızı yapın ve otantik bir hatıra götürün.;A creative workshop where you can learn ceramic making using traditional Antep motifs. Make your own plate or vase and take an authentic souvenir.;
;Gaziantep;Nakış Atölyesi;Geleneksel Antep nakışı ve yöresel el sanatlarını öğrenebileceğiniz, yaşayan zanaatkarların çalıştığı atölye. Kendi nakış örneğinizi yaparak, yüzyıllık geleneğe katılma fırsatı.;A workshop where you can learn traditional Antep embroidery and regional handicrafts, with living artisans working. An opportunity to join centuries-old tradition by making your own embroidery sample.;
;Gaziantep;Bakırcı Atölyesi Ziyareti;Geleneksel bakır işçiliğini izleyin. Sıradan bir gezinin ötesine geçip unutulmaz anılar biriktirmek isteyenler için benzersiz bir fırsat. Bu aktivite, seyahatinize heyecan ve renk katarak size farklı bir perspektif kazandıracak.;Watch traditional coppersmithing. A unique opportunity for those who want to go beyond an ordinary trip and collect unforgettable memories. This activity will add excitement and color to your travel, giving you a different perspective.;
